customer_id,loan_number,application_date,loan_purpose,loan_property_address,property_city,property_state,property_zip,property_county_fips,property_type,occupancy_type,annual_income,credit_score,requested_loan_amount,property_value,ltv_ratio,dti_ratio,interest_rate,loan_term_months,decision,decision_date,approved_loan_amount,approval_amount_change_reason,adverse_action_reason,origination_date,outcome_horizon_days,maturation_date,loan_status,forbearance_active,resolution_date,resolution_type,involuntary_closure_mechanism,outstanding_balance_at_resolution,recovery_amount,new_loan_number,abandonment_reason
CUST-004505,MTG-2021-004505,2021-11-22,purchase,"8026 Birch Ct, Memphis, TN 38103",Memphis,TN,38103,47157,single_family,primary_residence,83800,756,417100,494000,0.844,0.369,7.58,360,approved,2021-12-09,417100.0,,,2021-12-24,1095.0,2024-12-23,open,False,,,,,,,
CUST-004506,MTG-2021-004506,2021-06-22,purchase,"6893 Magnolia Ln, Bakersfield, CA 93301",Bakersfield,CA,93301,06029,single_family,primary_residence,76500,797,265300,322000,0.824,0.473,7.136,360,approved,2021-07-25,265300.0,,,2021-08-19,1095.0,2024-08-18,paid_in_full,False,2026-05-16,paid_in_full,,196600.0,,,
CUST-004507,MTG-2024-004507,2024-09-07,purchase,"1567 Church Ct, San Antonio, TX 78201",San Antonio,TX,78201,48029,single_family,primary_residence,210900,765,432800,571000,0.758,0.311,7.608,360,approved,2024-10-17,432800.0,,,2024-11-16,1095.0,2027-11-16,involuntary_closure,False,2025-12-25,involuntary_closure,short_sale,388200.0,312700.0,,
CUST-004508,MTG-2024-004508,2024-02-13,refinance,"1461 Pine St, Raleigh, NC 27601",Raleigh,NC,27601,37183,single_family,primary_residence,75400,758,538900,663000,0.813,0.332,7.323,360,approved,2024-03-12,467000.0,underwriting condition reduced approved amount pending additional reserves,,2024-04-01,1095.0,2027-04-01,open,False,,,,,,,
CUST-004509,MTG-2026-004509,2026-03-19,purchase,"8516 Meadow Rd, Milwaukee, WI 53202",Milwaukee,WI,53202,55079,single_family,primary_residence,190600,850,493600,716000,0.689,0.333,6.828,360,approved,2026-04-20,493600.0,,,2026-05-03,1095.0,2029-05-02,open,False,,,,,,,
CUST-004510,MTG-2024-004510,2024-09-07,purchase,"2700 Washington St, Tucson, AZ 85701",Tucson,AZ,85701,04019,townhouse,primary_residence,123900,783,316600,463000,0.684,0.291,6.975,360,approved,2024-10-11,316600.0,,,2024-11-13,1095.0,2027-11-13,open,False,,,,,,,
CUST-004511,MTG-2025-004511,2025-08-05,purchase,"8450 Church Way, Philadelphia, PA 19102",Philadelphia,PA,19102,42101,single_family,primary_residence,28900,685,210200,224000,0.938,0.45,7.305,360,denied,2025-09-04,,,insufficient length of established credit history,,,,,,,,,,,,
CUST-004512,MTG-2025-004512,2025-03-24,purchase,"5677 Lincoln Rd, New Orleans, LA 70112",New Orleans,LA,70112,22071,single_family,primary_residence,85700,674,263900,345000,0.765,0.232,7.257,360,approved,2025-04-08,263900.0,,,2025-05-15,1095.0,2028-05-14,open,False,,,,,,,
CUST-004513,MTG-2022-004513,2022-12-10,purchase,"8724 Magnolia Ct, Miami, FL 33130",Miami,FL,33130,12086,condo,primary_residence,49600,648,125900,139000,0.906,0.412,7.506,360,approved,2022-12-28,125900.0,,,2023-01-27,1095.0,2026-01-26,open,False,,,,,,,
CUST-004514,MTG-2023-004514,2023-07-09,purchase,"3962 Meadow Blvd, Tucson, AZ 85701",Tucson,AZ,85701,04019,single_family,investment_property,79100,680,119000,155000,0.768,0.519,7.543,360,approved,2023-08-19,112800.0,appraised value came in below contract price,,2023-09-18,1095.0,2026-09-17,open,False,,,,,,,
CUST-004515,MTG-2022-004515,2022-04-02,refinance,"1352 Washington Way, Dallas, TX 75201",Dallas,TX,75201,48113,single_family,primary_residence,82000,634,356000,367000,0.97,0.508,7.634,360,denied,2022-05-14,,,insufficient length of established credit history,,,,,,,,,,,,
CUST-004516,MTG-2023-004516,2023-10-28,purchase,"2288 Magnolia Blvd, Jacksonville, FL 32202",Jacksonville,FL,32202,12031,single_family,primary_residence,58600,703,465600,608000,0.766,0.48,7.503,240,denied,2023-11-18,,,unable to verify stated income with submitted documentation,,,,,,,,,,,,
CUST-004517,MTG-2021-004517,2021-08-18,purchase,"5780 Franklin Ct, Detroit, MI 48226",Detroit,MI,48226,26163,single_family,primary_residence,78400,758,157200,184000,0.854,0.434,7.584,180,approved,2021-09-09,157200.0,,,2021-10-10,1095.0,2024-10-09,open,False,,,,,,,
CUST-004518,MTG-2026-004518,2026-02-28,purchase,"1938 Park Dr, Minneapolis, MN 55401",Minneapolis,MN,55401,27053,single_family,primary_residence,172500,727,255800,373000,0.686,0.498,7.66,360,approved,2026-03-28,227800.0,appraised value came in below contract price,,2026-04-30,1095.0,2029-04-29,open,False,,,,,,,
CUST-004519,MTG-2020-004519,2020-12-27,purchase,"6594 Pine Blvd, New Orleans, LA 70112",New Orleans,LA,70112,22071,condo,primary_residence,38800,637,100800,113000,0.892,0.442,7.312,360,denied,2021-01-04,,,unable to verify stated income with submitted documentation,,,,,,,,,,,,
CUST-004520,MTG-2025-004520,2025-07-20,purchase,"3666 Magnolia Ave, Memphis, TN 38103",Memphis,TN,38103,47157,condo,primary_residence,26800,529,377700,425000,0.889,0.557,7.24,360,denied,2025-08-01,,,loan-to-value ratio exceeds maximum allowed for this program,,,,,,,,,,,,
CUST-004521,MTG-2020-004521,2020-12-09,refinance,"7099 Main Ct, Las Vegas, NV 89101",Las Vegas,NV,89101,32003,townhouse,investment_property,248000,850,356800,499000,0.715,0.431,7.055,180,approved,2020-12-24,356800.0,,,2021-01-31,1095.0,2024-01-31,open,False,,,,,,,
CUST-004522,MTG-2025-004522,2025-09-13,purchase,"3640 Magnolia Way, Dallas, TX 75201",Dallas,TX,75201,48113,single_family,primary_residence,80500,698,772000,999000,0.773,0.379,7.474,360,approved,2025-10-04,663900.0,updated debt-to-income calculation required a reduced loan amount,,2025-11-10,1095.0,2028-11-09,open,False,,,,,,,
CUST-004523,MTG-2021-004523,2021-05-22,purchase,"9536 Church Ave, Sacramento, CA 95814",Sacramento,CA,95814,06067,single_family,primary_residence,60500,652,154400,181000,0.853,0.357,7.391,360,approved,2021-06-28,154400.0,,,2021-07-22,1095.0,2024-07-21,open,False,,,,,,,
CUST-004524,MTG-2025-004524,2025-11-07,refinance,"8857 Cedar Way, Philadelphia, PA 19102",Philadelphia,PA,19102,42101,single_family,primary_residence,187700,738,219700,265000,0.829,0.331,7.551,360,approved,2025-12-09,213900.0,appraised value came in below contract price,,2026-01-13,1095.0,2029-01-12,open,False,,,,,,,
CUST-004525,MTG-2024-004525,2024-02-01,purchase,"488 Lincoln Way, Houston, TX 77002",Houston,TX,77002,48201,single_family,primary_residence,96300,850,390300,614000,0.636,0.301,6.892,360,approved,2024-03-17,390300.0,,,2024-04-20,1095.0,2027-04-20,open,False,,,,,,,
CUST-004526,MTG-2025-004526,2025-04-28,purchase,"8556 Magnolia Blvd, New Orleans, LA 70112",New Orleans,LA,70112,22071,single_family,primary_residence,84900,710,504400,520000,0.97,0.246,7.83,360,approved,2025-05-27,504400.0,,,2025-07-01,1095.0,2028-06-30,open,False,,,,,,,
CUST-004527,MTG-2023-004527,2023-11-23,purchase,"5431 Ridge Ln, Sacramento, CA 95814",Sacramento,CA,95814,06067,single_family,primary_residence,22000,447,206600,213000,0.97,0.514,8.026,360,denied,2023-12-25,,,insufficient funds verified for required down payment and reserves,,,,,,,,,,,,
CUST-004528,MTG-2021-004528,2021-10-29,purchase,"6623 Magnolia St, Dallas, TX 75201",Dallas,TX,75201,48113,condo,primary_residence,208100,850,591100,892000,0.663,0.218,7.129,360,approved,2021-11-21,591100.0,,,2021-12-04,1095.0,2024-12-03,open,False,,,,,,,
CUST-004529,MTG-2021-004529,2021-03-15,purchase,"5025 Maple Dr, Nashville, TN 37201",Nashville,TN,37201,47037,multi_family,primary_residence,31500,595,158700,169000,0.939,0.519,7.417,360,approved,2021-04-20,158700.0,,,2021-05-19,1095.0,2024-05-18,paid_in_full,False,2022-08-27,paid_in_full,,116000.0,,,
CUST-004530,MTG-2020-004530,2020-11-22,purchase,"6059 Willow St, Columbus, OH 43215",Columbus,OH,43215,39049,single_family,second_home,45100,642,345300,439000,0.787,0.538,7.499,240,approved,2020-12-02,345300.0,,,2021-01-03,1095.0,2024-01-03,open,False,,,,,,,
CUST-004531,MTG-2026-004531,2026-02-16,purchase,"1789 Sunset Ct, Dallas, TX 75201",Dallas,TX,75201,48113,single_family,primary_residence,63600,594,577300,608000,0.95,0.516,7.896,360,denied,2026-02-22,,,unable to verify stated income with submitted documentation,,,,,,,,,,,,
CUST-004532,MTG-2026-004532,2026-03-19,purchase,"9809 Oak Ct, San Diego, CA 92101",San Diego,CA,92101,06073,single_family,primary_residence,56600,661,329400,353000,0.933,0.366,7.409,360,denied,2026-04-01,,,high DTI,,,,,,,,,,,,
CUST-004533,MTG-2023-004533,2023-01-22,purchase,"8811 Pine Ln, Phoenix, AZ 85001",Phoenix,AZ,85001,04013,townhouse,primary_residence,52100,689,167300,220000,0.76,0.65,7.321,360,approved,2023-02-12,167300.0,,,2023-03-11,1095.0,2026-03-10,open,False,,,,,,,
CUST-004534,MTG-2025-004534,2025-03-14,purchase,"5385 Pine St, Denver, CO 80202",Denver,CO,80202,08031,single_family,primary_residence,23400,539,193200,214000,0.903,0.523,7.69,360,denied,2025-04-26,,,credit issues,,,,,,,,,,,,
CUST-004535,MTG-2026-004535,2026-02-01,purchase,"7083 Church St, Columbus, OH 43215",Columbus,OH,43215,39049,single_family,primary_residence,76200,696,95700,120000,0.798,0.288,7.142,360,approved,2026-02-18,95700.0,,,2026-03-03,1095.0,2029-03-02,open,False,,,,,,,
CUST-004536,MTG-2026-004536,2026-06-09,purchase,"1707 Cedar Ln, Indianapolis, IN 46204",Indianapolis,IN,46204,18097,single_family,primary_residence,60900,789,423800,542000,0.782,0.258,7.585,180,approved,2026-07-16,423800.0,,,2026-08-02,1095.0,2029-08-01,open,False,,,,,,,
CUST-004537,MTG-2020-004537,2020-06-30,purchase,"3498 Highland Way, Philadelphia, PA 19102",Philadelphia,PA,19102,42101,condo,primary_residence,59000,610,79700,113000,0.705,0.378,7.74,360,denied,2020-08-07,,,insufficient length of established credit history,,,,,,,,,,,,
CUST-004538,MTG-2022-004538,2022-10-30,purchase,"8396 Elm Dr, Wichita, KS 67202",Wichita,KS,67202,20173,condo,primary_residence,71800,607,271900,289000,0.941,0.389,7.816,360,denied,2022-11-21,,,credit score below the minimum required for this program,,,,,,,,,,,,
CUST-004539,MTG-2023-004539,2023-02-20,purchase,"6894 Willow Blvd, Memphis, TN 38103",Memphis,TN,38103,47157,single_family,primary_residence,88000,702,236700,281000,0.842,0.444,7.793,360,approved,2023-03-16,236700.0,,,2023-03-31,1095.0,2026-03-30,open,False,,,,,,,
CUST-004540,MTG-2024-004540,2024-09-20,purchase,"5912 Magnolia Rd, Omaha, NE 68102",Omaha,NE,68102,31055,single_family,primary_residence,52200,638,318000,428000,0.743,0.234,7.345,360,approved,2024-10-31,318000.0,,,2024-11-17,1095.0,2027-11-17,open,False,,,,,,,
CUST-004541,MTG-2024-004541,2024-08-05,purchase,"3762 Willow Ct, Houston, TX 77002",Houston,TX,77002,48201,condo,primary_residence,65400,665,200800,261000,0.769,0.504,7.506,360,approved,2024-09-12,200800.0,,,2024-10-24,1095.0,2027-10-24,open,False,,,,,,,
CUST-004542,MTG-2024-004542,2024-08-12,refinance,"7056 Willow Ave, Detroit, MI 48226",Detroit,MI,48226,26163,condo,primary_residence,31100,595,364700,416000,0.877,0.528,7.584,180,denied,2024-08-24,,,recent delinquency reported on existing credit accounts,,,,,,,,,,,,
CUST-004543,MTG-2023-004543,2023-02-21,purchase,"6095 Pine Way, Sacramento, CA 95814",Sacramento,CA,95814,06067,single_family,second_home,92000,740,387100,437000,0.886,0.337,7.786,360,approved,2023-03-13,387100.0,,,2023-04-11,1095.0,2026-04-10,open,False,,,,,,,
CUST-004544,MTG-2022-004544,2022-12-08,purchase,"5114 Church St, Dallas, TX 75201",Dallas,TX,75201,48113,single_family,primary_residence,80300,763,451600,565000,0.799,0.428,7.252,360,denied,2022-12-16,,,excessive existing debt obligations relative to income,,,,,,,,,,,,
CUST-004545,MTG-2022-004545,2022-10-18,refinance,"4478 Oak Ct, Tucson, AZ 85701",Tucson,AZ,85701,04019,single_family,primary_residence,35000,620,168700,191000,0.883,0.387,7.122,360,approved,2022-11-10,168700.0,,,2022-12-13,1095.0,2025-12-12,modified,False,,,,,,MTG-2026-M004545,loan_modified_new_loan_number_issued
CUST-004546,MTG-2023-004546,2023-10-26,refinance,"3353 Lincoln Dr, San Antonio, TX 78201",San Antonio,TX,78201,48029,single_family,primary_residence,65800,662,146400,193000,0.759,0.397,7.392,360,approved,2023-12-10,146400.0,,,2024-01-11,1095.0,2027-01-10,open,False,,,,,,,
CUST-004547,MTG-2026-004547,2026-02-04,refinance,"9474 Sunset Ave, San Diego, CA 92101",San Diego,CA,92101,06073,townhouse,primary_residence,38400,733,99100,164000,0.604,0.43,7.622,360,approved,2026-02-20,99100.0,,,2026-03-29,1095.0,2029-03-28,open,False,,,,,,,
CUST-004548,MTG-2022-004548,2022-09-22,purchase,"3787 Church Way, Columbus, OH 43215",Columbus,OH,43215,39049,condo,primary_residence,34400,660,135200,140000,0.966,0.443,7.643,360,denied,2022-10-18,,,insufficient funds verified for required down payment and reserves,,,,,,,,,,,,
CUST-004549,MTG-2023-004549,2023-03-07,purchase,"3635 Cedar Rd, Dallas, TX 75201",Dallas,TX,75201,48113,single_family,primary_residence,53600,725,249200,324000,0.769,0.346,7.389,360,approved,2023-03-17,249200.0,,,2023-03-29,1095.0,2026-03-28,open,False,,,,,,,
CUST-004550,MTG-2024-004550,2024-01-11,refinance,"754 River St, San Antonio, TX 78201",San Antonio,TX,78201,48029,single_family,primary_residence,102500,836,358300,441000,0.812,0.304,7.151,360,approved,2024-02-23,358300.0,,,2024-03-11,1095.0,2027-03-11,paid_in_full,False,2024-09-26,paid_in_full,,308200.0,,,
CUST-004551,MTG-2023-004551,2023-05-09,purchase,"5021 Highland Blvd, Memphis, TN 38103",Memphis,TN,38103,47157,single_family,primary_residence,112900,707,302500,350000,0.864,0.496,7.525,360,denied,2023-06-21,,,loan-to-value ratio exceeds maximum allowed for this program,,,,,,,,,,,,
CUST-004552,MTG-2021-004552,2021-12-11,purchase,"997 Cedar Rd, Marietta, GA 30060",Marietta,GA,30060,13067,single_family,primary_residence,62300,565,156200,161000,0.97,0.562,7.794,360,denied,2022-01-07,,,credit score below the minimum required for this program,,,,,,,,,,,,
CUST-004553,MTG-2021-004553,2021-01-09,refinance,"9714 Cedar Ln, Arlington, TX 76010",Arlington,TX,76010,48439,townhouse,primary_residence,87000,704,243200,353000,0.689,0.406,7.498,360,approved,2021-02-15,243200.0,,,2021-03-16,1095.0,2024-03-15,paid_in_full,False,2024-07-09,paid_in_full,,192700.0,,,
CUST-004554,MTG-2022-004554,2022-04-25,refinance,"5820 Lincoln Ln, Portland, OR 97201",Portland,OR,97201,41051,condo,primary_residence,70100,681,438600,520000,0.843,0.386,7.391,360,denied,2022-05-19,,,credit issues,,,,,,,,,,,,
CUST-004555,MTG-2026-004555,2026-02-09,purchase,"3983 Elm Dr, Tucson, AZ 85701",Tucson,AZ,85701,04019,single_family,primary_residence,69100,687,290500,347000,0.837,0.446,7.462,360,approved,2026-03-03,290500.0,,,2026-04-02,1095.0,2029-04-01,open,False,,,,,,,
CUST-004556,MTG-2023-004556,2023-01-28,refinance,"2940 Main Rd, Philadelphia, PA 19102",Philadelphia,PA,19102,42101,single_family,primary_residence,139600,744,276300,340000,0.813,0.311,7.247,360,approved,2023-03-03,276300.0,,,2023-04-07,1095.0,2026-04-06,open,False,,,,,,,
CUST-004557,MTG-2020-004557,2020-06-30,purchase,"2690 Maple Rd, Tucson, AZ 85701",Tucson,AZ,85701,04019,condo,second_home,49300,724,309400,401000,0.772,0.44,7.672,360,approved,2020-08-05,309400.0,,,2020-09-10,1095.0,2023-09-10,paid_in_full,False,2021-07-15,paid_in_full,,237700.0,,,
CUST-004558,MTG-2026-004558,2026-01-11,refinance,"4270 Lincoln St, Atlanta, GA 30301",Atlanta,GA,30301,13121,single_family,primary_residence,97000,763,426900,524000,0.815,0.464,7.323,360,approved,2026-02-04,426900.0,,,2026-02-18,1095.0,2029-02-17,open,False,,,,,,,
CUST-004559,MTG-2023-004559,2023-04-06,purchase,"631 Franklin Way, Charlotte, NC 28202",Charlotte,NC,28202,37119,single_family,primary_residence,59900,693,287300,316000,0.909,0.539,7.227,360,approved,2023-04-13,287300.0,,,2023-05-06,1095.0,2026-05-05,paid_in_full,False,2026-04-07,paid_in_full,,243200.0,,,
CUST-004560,MTG-2025-004560,2025-09-03,refinance,"556 Meadow Dr, Marietta, GA 30060",Marietta,GA,30060,13067,single_family,primary_residence,179600,844,330300,393000,0.84,0.22,7.799,360,approved,2025-09-26,330300.0,,,2025-10-09,1095.0,2028-10-08,open,False,,,,,,,
CUST-004561,MTG-2021-004561,2021-09-26,purchase,"1841 Elm Ln, San Diego, CA 92101",San Diego,CA,92101,06073,townhouse,primary_residence,133000,764,277300,318000,0.872,0.263,7.172,360,approved,2021-11-03,277300.0,,,2021-11-27,1095.0,2024-11-26,open,False,,,,,,,
CUST-004562,MTG-2024-004562,2024-12-26,purchase,"5062 Park Way, New Orleans, LA 70112",New Orleans,LA,70112,22071,single_family,primary_residence,126500,728,263300,286000,0.921,0.389,7.185,360,approved,2025-01-22,263300.0,,,2025-02-02,1095.0,2028-02-02,open,False,,,,,,,
CUST-004563,MTG-2023-004563,2023-08-10,purchase,"4857 Lincoln Dr, Minneapolis, MN 55401",Minneapolis,MN,55401,27053,single_family,second_home,133300,705,195600,237000,0.825,0.373,7.142,360,approved,2023-09-09,195600.0,,,2023-09-26,1095.0,2026-09-25,paid_in_full,False,2025-02-24,paid_in_full,,169600.0,,,
CUST-004564,MTG-2021-004564,2021-02-11,purchase,"2086 Franklin Ct, Philadelphia, PA 19102",Philadelphia,PA,19102,42101,single_family,primary_residence,31800,630,319100,329000,0.97,0.53,7.383,360,denied,2021-02-24,,,insufficient length of established credit history,,,,,,,,,,,,
CUST-004565,MTG-2022-004565,2022-02-10,purchase,"2308 Willow Dr, Dallas, TX 75201",Dallas,TX,75201,48113,condo,primary_residence,154300,776,585300,845000,0.693,0.425,7.523,360,approved,2022-02-16,585300.0,,,2022-03-21,1095.0,2025-03-20,paid_in_full,False,2023-05-02,paid_in_full,,461600.0,,,
CUST-004566,MTG-2021-004566,2021-04-22,refinance,"803 Church Blvd, Columbus, OH 43215",Columbus,OH,43215,39049,condo,second_home,75200,760,210100,256000,0.821,0.511,6.965,360,approved,2021-05-14,210100.0,,,2021-06-23,1095.0,2024-06-22,open,False,,,,,,,
CUST-004567,MTG-2024-004567,2024-05-20,purchase,"879 Elm Ave, Sacramento, CA 95814",Sacramento,CA,95814,06067,single_family,primary_residence,50900,656,165900,171000,0.97,0.439,7.556,360,denied,2024-06-04,,,unable to verify stated income with submitted documentation,,,,,,,,,,,,
CUST-004568,MTG-2022-004568,2022-04-20,purchase,"6475 Ridge Rd, Tulsa, OK 74103",Tulsa,OK,74103,40143,single_family,primary_residence,136900,680,142200,158000,0.9,0.476,7.334,360,denied,2022-05-24,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-004569,MTG-2022-004569,2022-05-16,purchase,"9348 Sunset Ln, Phoenix, AZ 85001",Phoenix,AZ,85001,04013,single_family,primary_residence,66700,657,491800,507000,0.97,0.422,7.312,360,denied,2022-06-18,,,credit score below the minimum required for this program,,,,,,,,,,,,
CUST-004570,MTG-2021-004570,2021-09-10,refinance,"1750 Birch Rd, Phoenix, AZ 85001",Phoenix,AZ,85001,04013,single_family,primary_residence,91500,769,517900,597000,0.868,0.352,6.912,360,approved,2021-10-04,517900.0,,,2021-10-16,1095.0,2024-10-15,paid_in_full,False,2022-07-08,paid_in_full,,406000.0,,,
CUST-004571,MTG-2026-004571,2026-01-26,purchase,"1024 Ridge Dr, Jacksonville, FL 32202",Jacksonville,FL,32202,12031,single_family,primary_residence,129800,764,217900,259000,0.841,0.355,7.343,360,approved,2026-02-24,217900.0,,,2026-03-12,1095.0,2029-03-11,open,False,,,,,,,
CUST-004572,MTG-2022-004572,2022-08-24,refinance,"1341 Magnolia Ln, Sacramento, CA 95814",Sacramento,CA,95814,06067,single_family,primary_residence,76700,674,302200,331000,0.913,0.382,7.061,360,denied,2022-09-24,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-004573,MTG-2025-004573,2025-04-05,purchase,"168 Elm Ave, Bakersfield, CA 93301",Bakersfield,CA,93301,06029,single_family,primary_residence,61900,659,387600,552000,0.702,0.53,7.441,360,denied,2025-04-14,,,insufficient funds verified for required down payment and reserves,,,,,,,,,,,,
CUST-004574,MTG-2023-004574,2023-11-09,purchase,"6350 Sunset St, Houston, TX 77002",Houston,TX,77002,48201,single_family,primary_residence,46600,656,203600,243000,0.838,0.347,7.601,360,denied,2023-12-23,,,insufficient length of established credit history,,,,,,,,,,,,
CUST-004575,MTG-2026-004575,2026-01-16,refinance,"5096 Franklin Blvd, Aurora, CO 80010",Aurora,CO,80010,08005,single_family,primary_residence,38600,544,249300,257000,0.97,0.527,7.119,360,denied,2026-02-08,,,loan-to-value ratio exceeds maximum allowed for this program,,,,,,,,,,,,
CUST-004576,MTG-2021-004576,2021-07-22,purchase,"2120 Meadow Ave, Mesa, AZ 85201",Mesa,AZ,85201,04013,single_family,primary_residence,36000,577,161900,194000,0.835,0.489,7.808,180,denied,2021-08-23,,,unable to verify stated income with submitted documentation,,,,,,,,,,,,
CUST-004577,MTG-2024-004577,2024-02-28,purchase,"5329 Sunset Ave, Nashville, TN 37201",Nashville,TN,37201,47037,condo,primary_residence,59500,652,209500,216000,0.97,0.49,7.028,360,denied,2024-04-08,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-004578,MTG-2022-004578,2022-01-28,refinance,"6591 Franklin Ct, Omaha, NE 68102",Omaha,NE,68102,31055,single_family,investment_property,73000,644,84500,90000,0.939,0.377,7.988,360,denied,2022-02-22,,,credit issues,,,,,,,,,,,,
CUST-004579,MTG-2025-004579,2025-01-02,purchase,"7526 Sunset Way, Columbus, OH 43215",Columbus,OH,43215,39049,townhouse,primary_residence,84100,699,202500,266000,0.761,0.362,7.403,360,approved,2025-02-12,191200.0,underwriting condition reduced approved amount pending additional reserves,,2025-03-24,1095.0,2028-03-23,open,False,,,,,,,
CUST-004580,MTG-2024-004580,2024-07-19,purchase,"4064 Main Rd, Chicago, IL 60601",Chicago,IL,60601,17031,single_family,second_home,194000,741,251500,285000,0.882,0.31,7.173,360,approved,2024-08-30,251500.0,,,2024-10-08,1095.0,2027-10-08,open,False,,,,,,,
CUST-004581,MTG-2024-004581,2024-11-09,purchase,"7600 Franklin Dr, Aurora, CO 80010",Aurora,CO,80010,08005,single_family,primary_residence,70200,698,291900,363000,0.804,0.25,7.504,360,approved,2024-11-26,291900.0,,,2025-01-10,1095.0,2028-01-10,open,False,,,,,,,
CUST-004582,MTG-2021-004582,2021-03-12,purchase,"7990 Meadow Rd, Jacksonville, FL 32202",Jacksonville,FL,32202,12031,single_family,investment_property,192000,768,343600,472000,0.728,0.397,7.123,360,approved,2021-04-19,343600.0,,,2021-05-01,1095.0,2024-04-30,open,False,,,,,,,
CUST-004583,MTG-2021-004583,2021-04-30,purchase,"714 Hickory Blvd, Tulsa, OK 74103",Tulsa,OK,74103,40143,condo,second_home,78300,627,229000,267000,0.858,0.344,6.952,360,approved,2021-05-18,229000.0,,,2021-06-29,1095.0,2024-06-28,paid_in_full,False,2026-02-27,paid_in_full,,174800.0,,,
CUST-004584,MTG-2023-004584,2023-06-02,refinance,"8381 Church Ct, Arlington, TX 76010",Arlington,TX,76010,48439,single_family,primary_residence,118900,707,314900,440000,0.716,0.296,7.724,360,approved,2023-06-23,314900.0,,,2023-08-05,1095.0,2026-08-04,paid_in_full,False,2024-08-17,paid_in_full,,281600.0,,,
CUST-004585,MTG-2021-004585,2021-03-17,purchase,"5215 Washington Rd, Fresno, CA 93701",Fresno,CA,93701,06019,single_family,primary_residence,143300,696,83300,102000,0.817,0.469,7.369,360,approved,2021-03-30,83300.0,,,2021-04-16,1095.0,2024-04-15,involuntary_closure,False,2026-04-22,involuntary_closure,foreclosure,61600.0,49400.0,,
CUST-004586,MTG-2020-004586,2020-06-16,refinance,"2314 Cedar Blvd, San Diego, CA 92101",San Diego,CA,92101,06073,single_family,primary_residence,57900,762,290900,381000,0.764,0.311,7.376,360,approved,2020-07-19,290900.0,,,2020-07-31,1095.0,2023-07-31,paid_in_full,False,2024-04-01,paid_in_full,,212600.0,,,
CUST-004587,MTG-2022-004587,2022-08-04,refinance,"7452 Magnolia Rd, Mesa, AZ 85201",Mesa,AZ,85201,04013,single_family,primary_residence,83300,680,173200,180000,0.962,0.373,7.439,240,denied,2022-09-14,,,insufficient funds verified for required down payment and reserves,,,,,,,,,,,,
CUST-004588,MTG-2021-004588,2021-07-15,refinance,"2423 Cedar Ave, Dallas, TX 75201",Dallas,TX,75201,48113,single_family,primary_residence,73700,679,144200,175000,0.824,0.372,7.274,360,approved,2021-08-09,125900.0,updated debt-to-income calculation required a reduced loan amount,,2021-08-29,1095.0,2024-08-28,open,False,,,,,,,
CUST-004589,MTG-2021-004589,2021-08-27,refinance,"5894 Hickory Way, Marietta, GA 30060",Marietta,GA,30060,13067,single_family,primary_residence,42600,580,166800,172000,0.97,0.574,7.351,360,denied,2021-09-27,,,insufficient length of established credit history,,,,,,,,,,,,
CUST-004590,MTG-2024-004590,2024-02-18,refinance,"8868 Birch St, San Diego, CA 92101",San Diego,CA,92101,06073,multi_family,investment_property,46400,698,220600,239000,0.923,0.415,7.635,180,denied,2024-03-19,,,insufficient length of established credit history,,,,,,,,,,,,
CUST-004591,MTG-2025-004591,2025-04-23,refinance,"8674 Sunset Way, Memphis, TN 38103",Memphis,TN,38103,47157,single_family,primary_residence,88700,794,396700,489000,0.811,0.376,7.437,360,approved,2025-05-10,396700.0,,,2025-06-23,1095.0,2028-06-22,open,False,,,,,,,
CUST-004592,MTG-2026-004592,2026-02-17,purchase,"953 Cedar Blvd, Phoenix, AZ 85001",Phoenix,AZ,85001,04013,single_family,primary_residence,24100,515,205500,215000,0.956,0.445,7.717,360,denied,2026-03-19,,,insufficient length of established credit history,,,,,,,,,,,,
CUST-004593,MTG-2024-004593,2024-09-25,refinance,"5061 Cedar Ct, Houston, TX 77002",Houston,TX,77002,48201,single_family,primary_residence,121100,815,238900,286000,0.835,0.343,7.533,360,approved,2024-11-09,238900.0,,,2024-12-18,1095.0,2027-12-18,open,False,,,,,,,
CUST-004594,MTG-2020-004594,2020-12-25,refinance,"8000 Cedar Blvd, Phoenix, AZ 85001",Phoenix,AZ,85001,04013,single_family,primary_residence,120800,712,245800,308000,0.798,0.433,7.413,360,approved,2021-01-20,245800.0,,,2021-02-23,1095.0,2024-02-23,open,False,,,,,,,
CUST-004595,MTG-2024-004595,2024-10-16,refinance,"4088 Birch St, Chicago, IL 60601",Chicago,IL,60601,17031,single_family,second_home,47400,648,455900,470000,0.97,0.543,7.807,360,denied,2024-10-28,,,recent delinquency reported on existing credit accounts,,,,,,,,,,,,
CUST-004596,MTG-2023-004596,2023-08-26,purchase,"194 Meadow Dr, Fresno, CA 93701",Fresno,CA,93701,06019,single_family,primary_residence,48700,624,483100,498000,0.97,0.341,7.933,240,denied,2023-09-17,,,high DTI,,,,,,,,,,,,
